"Col1","user","description","result","apply_dt","close_dt","update_ts"
"","居里是只猫","夫妻双EP。
男主申：本地phd，工作不满一年
女副申：本地master，工作2年
9月25号收到补交材料的通知
1月1号开门红收到approve消息
应该是12月30号批的，但1月1号系统才更新。
祝愿大家新年心想事成","通过","2020-03-13","2021-01-01","2021-01-06 11:26"
"","202002","在新加坡刚满6年
本地私立本科
单身女
11月补资料 12月通过","通过","2020-02-11","2020-12-15","2021-01-06 00:25"
"","Haimalan","单身男，EP, IT行业，6K, 等待中","等待","2020-12-21","null","2021-01-05 14:03"
"","三次是福","单身男，来新五年，国内本+NTU硕，basic 9k/月，第三次申请，中间要求补充过一次父母资料。祝大家好运，融入新加坡社会，早日拿到PR。","通过","2020-05-01","2020-12-28","2020-12-30 22:00"
"","joyhem","35周岁，单身男，码农，中国二本，2019年3月来新，之前均在中国大陆工作（BAT类似公司超过10年），基薪由9k涨到13k（在新换过一次工作），提交申请半年内通过","通过","2020-05-17","2020-12-15","2020-12-28 17:42"
"","一号钻狼","个人第二次申请  本地硕海外本  金融业  工作快7年  annual package 200k以上  祝大家好运","通过","2019-11-06","2020-11-06","2020-12-28 03:47"
"","二号刚狼","来新2年半，工作一年半，本地硕士毕业","等待","2020-12-01","2020-12-26","2020-12-26 23:42"
"","三号战狼","国内本，NTU硕，毕业后工作10个月申请","杯具","2020-07-20","2020-11-23","2020-12-26 23:39"
"","pending","男主申，34岁，一EP三DP，IT，工资11k，来新两年两月时提第一次申请。","等待","2020-06-09","null","2020-12-25 15:50"
"","第二次申请","第一次申请失败等了九个月。希望这次不用等太久能马上通过。","等待","2020-12-22","null","2020-12-24 21:07"
"","Hmm","中学来新加坡读书 后面poly毕业工作拿s pass 申请时薪水$2300","通过","2020-03-09","2020-12-21","2020-12-24 20:18"
"","听琴的牛","47岁男，2018年初来新加坡，公司董事兼CEO，年薪底薪19万差一点，不包括董事费和花红，EP，单独申请","等待","2020-12-13","null","2020-12-23 11:00"
"","pp","女单身，国内本smu硕会计行业4k，来新三年多","等待","2020-12-22","null","2020-12-22 18:59"
"","看没看","Male, age 30 ,sp 2.5k , construction, work at sg around 8 years, malaysian.","通过","2020-09-11","2020-12-18","2020-12-21 23:10"
"","Benkcp","马来西亚人，男，38岁。大学会计系，Degree holder。在新加坡工作7年，年薪8万左右。第一次申请，很辛运的在4个月内通过。EP申请","通过","2020-08-22","2020-12-16","2020-12-19 18:53"
"","说什么好","家庭为单位申请，两个女儿在新加坡pre-school ,男主申，IT业，月薪9300，女行政3000，来新6年。","杯具","2020-02-13","2020-12-16","2020-12-17 20:20"
"","小西瓜","女生 来新八年 银行业 薪资5900 新加坡本地私立大学研究生毕业 Sp","通过","2020-03-18","2020-12-10","2020-12-17 02:25"
"","mark","私立DIOPOMA,在新8年，薪水7600，单身，26岁，人力资源行业。第一次申请","杯具","2020-07-15","2020-12-15","2020-12-16 17:11"
"","KWKW","马来西亚华人，95年，part-time diploma+私立本科，银行工作5年，SP一年多申请。","通过","2020-08-25","2020-12-11","2020-12-16 08:47"
"","Cat","女 26歲 來新工作4年 ep
之前曾被拒一次
等待一年多途中 很常上來看別人結果
第二次能過 太感動了，等了一年多","通过","2019-11-06","2020-12-15","2020-12-15 00:11"
"","小龙虾","等待的时候每天看大家的记录，来回报论坛。27岁女EP P1 Pass，NTU master来新7年，第2次申请，老公新加坡人，结婚不到一个月自己申请，十个月未补材料通过还是很幸运的，因为自己很爱花钱也不会理财，想着花了不如帮助下别人，所以自从毕业工作经常捐款捐物，那个时候也没有打算留新加坡，可能有帮助吧，祝大家都如偿所愿","通过","2020-02-04","2020-12-10","2020-12-14 21:17"
"","20201211","女主申，国内211本科，ntu master, 来新加坡6年多，EP, 金融业，basic salary 不到 8k。老公同在金融业, master, 
总薪水类似。希望大家都有好消息。","通过","2019-09-01","2020-12-11","2020-12-14 21:12"
"","回报社区","男，单身， 来新三年多，NUS Master。工作2年多， IT&制造业，申请时工资5000+","通过","2020-07-02","2020-12-11","2020-12-12 11:19"
"","求好运","女, 来新9年。国内本科，本地私立硕士。SP, 工资4k左右。第四次申请。疫情期间再碰碰运气吧。","等待","2020-08-30","null","2020-12-11 20:57"
"","mm","女，中国本科毕业，来坡2年整时申请，EP，已婚，老公DP。我主申，工资7500。非常幸运一次通过，感恩！","通过","2020-03-24","2020-11-16","2020-12-11 12:32"
"","希望","马来西亚人，单身，大学毕业，有家人是新加坡公民，工钱3000+，在新加坡一年多","等待","2020-11-11","null","2020-12-11 00:33"
"","SL｜AC","男，本科，已婚。配偶为新加坡公民，已怀孕。","等待","2020-08-14","null","2020-12-10 20:46"
"","晓玲","30+女单身，国内本科英国硕士，basic低于8k，来新6年，首次申请，没补过材料，银行工作","通过","2020-02-04","2020-11-30","2020-12-10 09:43"
"","小厨子","男，中国籍，26周岁，国内985本科，NTU Master，EP，工作10个月时第一次申请。被拒","杯具","2020-07-25","2020-12-07","2020-12-09 10:23"
"","小心","本人LTVP，马来西亚人，由PR的老公帮忙申请。申请了约1年，通过……","通过","2019-12-31","2020-12-04","2020-12-09 08:56"
"","QD","女，EP，来新15年+，本地私立大学DEGREE+MBA. 工作10年+，薪水$6900 Gross$7900，带2个孩子一起申请。","通过","2019-11-19","null","2020-12-08 10:43"
"","真的给我等一年","大马，单身女27岁，EP 4K+ Engineer。认识的大马人都4个月过。","通过","2019-12-06","2020-12-07","2020-12-07 10:53"
"","LJL","未婚，女，32岁，ACCA+第三国master，来新11年了，SP，5K, 给私立的小姐姐们打打气，大家不要放弃， 私立也是有希望申请到PR的。","通过","2020-03-23","2020-11-25","2020-12-07 10:30"
"","November","中国夫妻，没有小孩，来新5-10年，master，EP，第二次申请，等待将近15个月被批准，中途补交一次收入证明的材料。","通过","2019-09-02","2020-11-20","2020-12-04 13:27"
"","等啊等","第二次申请，老公公民担保，希望好运????等了18个月，终于批了","通过","2019-06-01","2020-11-30","2020-12-03 22:42"
"","Frank family","EP带SP+DP（N1 BOY),来新8年，part time NTU master 再读， 建筑行业，第四次申请。3/12/2020刷到CPF NO","通过","2020-03-07","2020-12-03","2020-12-03 09:41"
"","祈求上天看见我的努力","在新13年。马来西亚女生。32岁。条件没有很好。学历私人新加坡diploma。第一次申请希望真的能通过。希望今天就通过:)","杯具","2020-03-16","2020-12-01","2020-12-01 23:10"
"","LJLS","来新12 年，女，单身，32岁，ACCA&CA，第三国Master, 5K+ 
第四/五次申请了。申请后由于换工资，从EP换成SP了，薪资5K，11月尾获批。大家加油。
非公立大学，单身，薪资不高等等也都是一样是有机会的，不要放弃。","通过","2020-03-13","null","2020-11-30 09:39"
"","JJ","老婆PR sponsor， 国内985工学本科，这是第二次申请，S pass, 薪水2700，去年第一次单独申请被拒","等待","2020-08-28","null","2020-11-27 11:55"
"","ycj","男 本地本科  单身 非独生","通过","2016-10-13","2017-02-15","2020-11-25 23:24"
"","Hhh","女，老公全家是公民，来新3年，2k+，国内普通本科***pending12个月终于通过了","通过","2019-11-16","2020-11-20","2020-11-24 13:04"
"","KK2574","马来西亚/男/单身/Diploma/27/来新工作五年/工资2.9k/ 设计行业/ 第三次申请","通过","2020-04-10","2020-11-18","2020-11-23 15:36"
"","静仙女","国内西安外国语大学旅游管理本科，34岁，单身，女，2009年毕业来新加坡，11年了.第六次申请，2018年之前拿sp,在金融圈做客服，工资少于3.2k. 2018年三月换了工作，EP,户外培训行业，5.8K薪水，2020.1.7号申请，2020.11.13被批准","通过","2020-01-07","2020-11-13","2020-11-21 23:22"
"","小肘子","EP男 28岁/国内985/nus硕士/建筑业/来新5年/已婚","等待","2020-08-18","null","2020-11-20 21:39"
"","Claire","国内211 女 32 来新工作3年 EP 未婚 第一次申请通过","通过","2020-03-22","2020-10-27","2020-11-19 23:26"
"","花花","master學歷
在國外工作兩年來新加坡
在新加坡工作半年就申請
兄弟在新加坡是citizen
半年申請通過","通过","2020-05-11","2020-11-16","2020-11-19 21:42"
"","JG","双EP, 有房产,来新七年，老婆来新13年。","通过","2020-04-03","2020-11-11","2020-11-19 13:17"
"","marshall","中国，男，30，单身，985本，NTU master, EP，月薪6.5k，工作第6年，第四次申请","通过","2020-03-26","2020-10-26","2020-11-17 17:12"
"","Zoey","37， 国内普通本科，美国ITMNC, 月薪5900，兼职读研。小孩8岁，就读政府学校。在新加坡居住9年，第三次申等待2年多，最后通过。","通过","2018-10-16","2020-10-28","2020-11-16 16:34"
"","小姐姐","女，26岁，S Pass， 工资2300，马来西亚人，Diploma 在Singapore Institute of Management 读，Degree 在SIMGE 的RMIT 读。工作至今3年（申请一次通过）","通过","2020-04-25","2020-11-11","2020-11-16 15:21"
"","PR APROVE","DIPLOMA 会计 2.9k 25岁马男 单身 来新工作快6年了","等待","2020-05-27","null","2020-11-16 13:44"
"","E幸运77","马来西亚男, 单身26岁, EP $2.7K 建筑业 建模/绘图员,  澳洲Bachelor Degree, 在新工作1年半第一次申请, 4個月批准","通过","2020-07-06","2020-11-12","2020-11-16 08:35"
"","华叹","马来西亚 男28，澳大利亚会计硕士，来新第9个月后 第一次申请，等了6个月多  顺利通过","通过","2020-04-01","2020-10-27","2020-11-13 18:36"
"","woonwoon","来新半年工作申请带一家5人
等待9个月全家通过","通过","2020-02-21","2020-11-10","2020-11-13 07:28"
"","来问问","马男 spm","等待","2020-03-02","null","2020-11-12 01:30"
"","Necratog","台灣人，來新3年，PHD，月薪8K，SP，製造業，夫妻加3女，試試看會不會過…","等待","2020-05-29","null","2020-11-10 08:10"
"","审计小女孩","Malaysian 女，EP准证，4.4k Basic Salary，Audit ，26 岁

2019 九月申请，2020九月来信要求补家人工作履历，2020 11月通过。","通过","2019-09-11","2020-11-02","2020-11-10 01:06"
"","fubythanks","来新5年，EP，薪水6000，妈妈带一两岁男孩申请，压力大，担忧，希望能过","等待","2020-11-09","null","2020-11-09 13:56"
"","apple","sp，来新18年，月薪6k，ite","等待","2020-09-17","null","2020-11-04 17:02"
"","Kyle","中国籍夫妻30岁左右，双EP双5k+，都是本地master毕业，工作7年，这是第三次，带了国内的1岁孩子申请","通过","2020-02-11","2020-11-04","2020-11-04 16:07"
"","大公鸡","双EP，本地硕士，中国本科，家庭收入12K，来新7年，带娃五战。。。
03/11今天早上查到通过的，家庭从事建筑业，建筑业兄弟们加油。","通过","2020-06-07","2020-10-30","2020-11-03 11:51"
"","77","马来西亚女/EP/Degree毕业/23岁 来新加坡工作1年半","等待","2020-09-30","null","2020-11-03 09:41"
"","大牛","服务业，spass马男32 ite带妻儿，夫妻月入10k。一次通过。","通过","2020-02-12","2020-11-01","2020-11-02 23:16"
"","步步为营","中国，女，30岁，单身女生首次申请.在新一共6年，中国本科，美国硕士.
在新加坡从事软件科技行业市场部工作. EP. 月薪7k。
3月提交申请，7月要求补充父母资料，10月通过.感觉凡是要求父母资料的基本上都过了.","通过","2020-03-24","2020-10-27","2020-11-01 13:28"
"","河马大大","夫妻双EP,本地master,主申6500+,来新7年","通过","2020-03-30","2020-10-30","2020-10-31 02:11"
"","20200622","NUS Master 毕业工作满一年申请 试试水 四个月悲剧","杯具","2020-06-22","2020-11-06","2020-10-30 22:08"
"","WTF","EP，国内985本科，香港phd，单身，金融行业，15k，pending 13个月","杯具","2019-09-27","2020-10-30","2020-10-30 13:17"
"","Charm","EP(PEP)，国内985本科，美国硕士，美国香港工作若干年，申请的时候在新加坡工作近2年，金融行业，单亲妈妈带幼女。2020年1月申请，6月ICA要求补资料的邮件没收到，10月自己问ICA得知要补，补完材料一周后过","通过","2020-01-15","2020-10-19","2020-10-29 18:17"
"","无阻","博士EP+双学士DP，儿子K1，来新7个月后递交申请, 可能是来新加坡的时间太短了","杯具","2020-06-07","2020-10-26","2020-10-29 16:46"
"","Ryan","第二次申请。男，中国人，30，单身，截止通过来新整四年，香港本科美国研究生，EP客服经理5K。9月4号按要求补交老娘CV，10月28号收到批准信。看了这个统计网站有段时间了觉得批准的人基本都比我条件好。我这毕竟非技术岗位薪水也不高。估计是疫情期间门槛低了，感恩。也祝大家都好运！","通过","2020-04-20","2020-10-28","2020-10-28 20:46"
"","意外的惊喜","未婚，女，35岁，国内PhD毕业后来新工作3年申请，环境专业，SP，5K","通过","2020-03-06","2020-10-27","2020-10-27 22:08"
"","julius","国内普本，新加坡六年，制造业，也来蹭蹭福气","等待","2020-10-23","2020-10-23","2020-10-27 14:49"
"","Coralrain","EP，国内Master，来新3年，带男孩儿申请，就读国际学校。月薪10k+","通过","2019-03-11","2020-08-11","2020-10-26 14:33"
"","Totoro0620","马来西亚/女/单身/Bachelor's degree/26/来新工作一年半申请/工资2.5k/IT 行业","通过","2020-04-10","2020-10-15","2020-10-25 10:36"
"","xxxyyyyy","来新四年，nus硕士，月薪4k，服务行业","等待","2020-09-08","null","2020-10-22 09:10"
"","来新7年了","NTU 博士，EP，来新七年，还在pending 13个月后通过","通过","2019-09-07","2020-10-14","2020-10-21 18:44"
"","briankym84","Degree honour,2019年5月到新加坡，工作10个月递交文件，6个月获批","通过","2020-03-31","2020-10-05","2020-10-21 05:23"
"","神啊 你听到我的呼唤吗","Malaysian, 2.4k, EP, 会计, Bachelor Degree Holder, 还有两天EP到期, 之后Hold WP, 奇迹会不会出现呢?","等待","2020-03-12","null","2020-10-20 12:00"
"","LuckyDog","Malaysian, EP, 2.7K, Bachelor Degree in Malaysia, 2 years Working Exp (Construction)","通过","2019-02-01","2019-07-01","2020-10-20 11:08"
"","Doris","国内985本科，NTU master毕业，工作3.5年，在新4.5年，工资5.5k，女性。刚结婚一个多月，由丈夫PR sponsor申请，丈夫来新近6年。希望这次能过，来沾沾好运","等待","2020-10-19","null","2020-10-20 11:04"
"","欣欣","单身, SP, $2.5K, 3年工作经验, 申请时居然忘了提交diploma","等待","2020-10-13","null","2020-10-20 08:53"
"","charles","大马人，夫妻
主申请人 - 老婆，EP， PSB Diploma
副申请人 - 老公，WP，PSB Diploma","通过","2020-06-18","2020-10-08","2020-10-19 14:52"
"","All the best","來新10年，sp
工作5年
自行补交换工加薪材料
第三次申请，求通过","通过","2020-04-04","null","2020-10-18 02:26"
"","是个谜","中国，女，单身, 来新5年, 底薪6k IT行业。国内C9本科，NUS硕士。Pending 7个月后通过。","通过","2020-03-11","2020-10-14","2020-10-17 21:15"
"","晨翔","spass $2500，书记，工历九年，spm文凭，已婚，两个孩子，拉wp老公一起申请","等待","2020-08-28","null","2020-10-17 17:18"
"","甜蜜","没有diplome 文凭。s pass 。已婚。有孩子。。$2.500 工资。捐钱每个月$10.50。。在一间公司做超过10年","通过","2020-09-07","2020-10-06","2020-10-17 15:36"
"","Loli","马来西亚/女/EP /工资2.5k/Degree/来新工作两年/10月份补家庭资料和近几个月薪水单","等待","2020-04-09","null","2020-10-17 15:30"
"","Bro 不要玩","新加坡工作10年 sp拿两年 spm申请","通过","2019-08-05","2020-02-05","2020-10-17 14:42"
"","小幸运","本科学历，在新工作五年老师，薪水3000","通过","2020-01-19","2020-10-02","2020-10-17 12:37"
"","Whisper","Diploma/ 
Bachelor Degree/ 
Sarawakian/
单身/
女/
做工1年2个月申请/
毕业后第一份工/
薪水2.6K/
S Pass/
Construction","通过","2020-03-12","2020-09-21","2020-10-17 10:28"
"","deedee","男 二十三 小公司 spass 来新十一年 中一到poly毕业然后工作 刚开始工资2.3k 十月十三号批准 耗时八个多月 poly毕业时换了三份工作 一直怕会被影响到 还好现在过了 八月份的时候涨了工资到2.7k 有通知ica","通过","2020-02-06","2020-10-13","2020-10-17 01:54"
"","YJS","来新6年多，IT行业，刚来几年薪水不高，前几个跳槽到月薪9K，国内硕士，老婆小孩DP，小女孩17年新加坡出生。第一次17年一个人申请，被拒。第二次申请期间换工作了，ICA补过一次最近薪水资料，然后几天后就收到了ICA的大信封，IPA的信。也没什么激动兴奋的，祝大家好运!","通过","2020-03-02","2020-10-13","2020-10-16 17:41"
"","八月通过","女，新加坡本科，工资6K，工作6个月申请。
等了十个月终于批了","通过","2019-12-17","2020-10-16","2020-10-16 10:46"
"","K.z","PSLE, olevel, poly.  工作半年开始申请，拿的是spass","通过","2020-03-10","2020-10-12","2020-10-15 20:07"
"","mkb","国内博士，讲师，年薪8万，单身","等待","2020-07-20","null","2020-10-15 00:48"
"","求好运","中国人+缅甸华人老婆 双 S Pass ，来新8 年，两儿子不在身边， 第三次申请， 全家人一起。之前分开申请都被拒了。","等待","2020-02-21","null","2020-10-13 23:45"
"","XIXI","私立本科來新11年 擔保申請","等待","2020-08-22","null","2020-10-13 15:21"
"","ACD","馬來西亞人 EP，工作 5 年，薪水 2600。( btw 友人今年 3 月申請，7 月中就被批准了... )","通过","2020-01-06","2020-10-07","2020-10-10 18:12"
"","Katherine","女带男，不到三个月通过。
大马华人，degree, S pass, 薪水2.7k，来新五年多了。一路坎坷，这次第三次申请，总算approved。距离上一次被reject六个月后重新申请，期间有升职加薪。老公 大马华人 wp，","通过","2020-07-15","2020-10-06","2020-10-10 14:04"
"","HH","来新4年多，小六会考后，中学名校在读","通过","2019-12-25","2020-10-05","2020-10-09 23:51"
"","Wolf","沈阳工业大学本科，在新ep工作1年，申请前捐款100，由于疫情没出去做义工，薪水$5800","杯具","2020-05-26","2020-10-02","2020-10-08 13:58"
"","what","夫妻EP+DP，男31，国内名校211本，Basic20K；女28，同校本+第三国硕士，暂未就业。已补家人材料。来新一年半时申请，现已来新两年多。","通过","2020-02-01","2020-10-05","2020-10-08 10:59"
"","shane","大马人，单身，3.7K 会计师，会计专业","通过","2019-10-23","2020-08-31","2020-10-05 22:03"
"","Adortao","2Ep+1Dp, 家庭收入30000+，女方来新8年，男方1年+","等待","2019-11-01","null","2020-10-05 21:11"
"","mumu","国内985,14年来新本地master，15年工作至今，科技初创公司executive （EP来回换过几次雇主），有女儿，已婚但是各自单独申请","通过","2019-02-03","2020-09-30","2020-10-05 19:41"
"","YS","来新5年，本科985，NTU master，月薪6.5K,制造业，30岁单身男。","通过","2020-03-05","2020-10-05","2020-10-05 13:06"
"","等的花儿都谢了","2011来新  Olevel - Nanyang Poly - NTU EEE part time final year 目前Spass 第一次申请  截止到2020 9月 pending12个月  24号upload 消失 重新申请显示有一个pending的application","等待","2019-10-12","null","2020-10-04 19:59"
"","wishmeluck","EP, 中国上海人。19年10月到新加坡，法国商学院双硕士毕业。月薪8K","等待","2020-07-30","null","2020-10-02 12:50"
"","在新6年留学生","一年国际学校 4年政府中学 目前poly year 1在读","等待","2020-03-25","null","2020-09-30 11:56"
"","combustion","年薪 200K，单身，来新一年","通过","2019-09-12","2020-03-12","2020-09-30 10:47"
"","watts","O level-poly-uni-EP ,单身，工作半年后申请。","等待","2020-04-01","null","2020-09-29 20:33"
"","Danny S","底薪9K，国内985，上海户口，未婚，工作10年，来新不到两年。
具体原因不知道，估计是来新时间短...","杯具","2020-05-18","2020-09-28","2020-09-28 20:42"
"","Peter","本人EP，老婆和孩子dp，来新加坡工作五年，国内普通本科毕业，第一次申请，等待九个月后approve","通过","2019-12-27","2020-09-28","2020-09-28 20:12"
"","山顶黑毒蛇","大马华族，服务业S Pass，sponsors在大马工作的妻子，家庭收入$5k，主申请最高学历只有中学SPM文凭，等待了7个月最后申请一次通过。","通过","2020-02-14","2020-09-14","2020-09-28 09:54"
"","pass","Malaysian EP 工资 3k degree 工作 1年半 在银行做IT 等了10个月","通过","2019-10-17","2020-09-17","2020-09-27 21:12"
"","AB","马来西亚人 EP 2.8K 销售副经理 澳洲本科","等待","2020-03-23","null","2020-09-27 12:26"
"","wfh","男，NUS Degree + PhD, 博后 EP 月薪5k+, 30岁已婚","等待","2020-06-15","null","2020-09-25 18:47"
"","86fmc","中国人，女，34，国内本科，EP，月薪9K+，单身，来新2年. 四月份有收到ICA疫情延迟通知，八月份主动更新自己工作收入资料。9月24号通过","通过","2019-09-03","2020-09-24","2020-09-25 11:41"
"","等待","EP, 在新1.5年","通过","2020-04-04","null","2020-09-24 16:52"
"","小幸运","Malaysian,  EP. UK Bachelor degree","通过","2020-04-04","2020-08-25","2020-09-24 16:46"
"","jijisbaba","来贡献data point求好运，自己申请，来新一年半，ep holder，海外本科，月薪20k","等待","2020-05-23","null","2020-09-23 01:50"
"","Leona","09届SM1奖学金，NUS本科，毕业后工作一年申请","通过","2019-10-18","2020-08-11","2020-09-22 16:21"
"","Terminator","马来西亚 2.5K 会计 EP","通过","2020-02-16","2020-08-26","2020-09-21 22:01"
"","00000","EP ,职位，建筑公司董事，一拖三，薪水8K＋，快8个月了，还在Pending!!!","等待","2020-01-28","null","2020-09-19 20:37"
"","PENDING","Profile: 
-25 years old single Malaysian Engineer with 40k annual income (exclusive aws and bonus).
-Worked in SG for 1.5 years
-Apply PR once received 6 months payslip in current company
-Bachelor Degree Honors 
*******UPDATE ON 16th SEP 2020******
-Still PENDING for 8 months
-Didnt receive any update or notification from ICA.","等待","2020-01-24","null","2020-09-16 12:44"
"","Eric","IT 月薪8K EP ，快14个月了，我只有一个问题为什么跟我一样的水平的6个月就拿了，不然就8个月在不然就12个月，我等了快14个月了，公平何在？还有等多久？","杯具","2019-07-24","2020-09-14","2020-09-14 18:32"
"","zwc3333","EP, 7500,来新10年。学历，国内专科","通过","2019-04-10","2020-09-06","2020-09-13 10:45"
"","11092020","女 单身，国内211本科，NTU master，basic 6k+，第二次申请。NTU NUS 的master们要有信心，还是能成功的。","通过","2019-04-16","2020-09-03","2020-09-11 09:39"
"","2333","13年来新,27岁单身女,国内本科,NUS理学硕博士,现在EP第二年, 月薪4K+,第一次申请","等待","2020-09-06","2020-09-11","2020-09-11 01:35"
"","Kiwi","女 Spass basic 4K+ 來新六年 第二次申請","通过","2020-01-20","2020-08-27","2020-09-10 21:36"
"","yc","来新13年，政府中三开始，N水准，ITE，私立IT本科，私企wp，sp，国企sp。工作总6年 现在4K+
5月申请，9月被拒，转手一个小作文和新合同上诉，再等等吧","杯具","2020-05-05","null","2020-09-09 19:14"
"","success","现在就读本地 Masters","等待","2020-03-26","null","2020-09-09 15:55"
"","萌萌哒","O Level, Poly, NTU本科毕业. EP 研助 一个月申请","等待","2020-09-07","null","2020-09-08 19:18"
"","testing","哎哎哎","等待","2019-11-01","null","2020-09-07 08:17"
"","ff","双EP（1万以上，Legal+Finance）+DP，2018.12月来新，第一次申请，没补过材料。","通过","2019-10-27","2020-08-25","2020-09-06 21:38"
"","neko","单身 女 29岁  EP  中国本科学历 去年9月来坡  薪资7k+  ，下次 再接再厉，，","杯具","2020-04-29","2020-08-29","2020-09-06 17:13"
"","过过过","香港本科，新加坡硕士，17年来新，金融行业，工资4000+，第一次申请。","等待","2020-06-04","null","2020-09-03 11:06"
"","花儿不会谢","楼下的哥们儿，别灰心，你这种情况已经批了，其实NYP已经足够你申请PR了，现在ICA只是在等你的bachelor毕业而已，安心上班，等你毕业的时候好事成双。","通过","2020-09-02","2020-09-02","2020-09-02 09:25"
"","kekeju","GIP全球投资者计划250万新币基金投资，面试后两个月收到信未批准。","杯具","2019-10-01","2020-07-04","2020-08-31 16:41"
"","哈哈啊","楼下那个来新七年的 你要回就回 新加坡少你不会怎么样的","通过","2020-08-19","2020-08-29","2020-08-29 14:44"
"","EiYXG","EP 单身女 31岁 美国硕+国内211/985本科 来新一年半 月薪10k+","通过","2020-04-30","2020-08-17","2020-08-27 11:40"
"","希望好好过","Malaysian EP 单身 女 2.5K薪水 餐厅主管
等了10个月半还在Pending","等待","2019-10-10","null","2020-08-27 01:36"
"","sj","女 单身 来新11年 NUS 本科 应届毕业生 8月底入职 EP 工资 3000+","杯具","2019-06-13","2019-12-12","2020-08-25 11:54"
"","轩轩","来新加坡13年 今年5月生宝宝，第五次申请 希望批准","等待","2020-01-06","null","2020-08-25 11:41"
"","Jeffery","来新加坡10年，私校degree毕业，SP工作已经2年+，第一次申请6个月后被拒，现在第二次申请中。","杯具","2020-04-08","2020-08-19","2020-08-22 11:23"
"","louis","25yo malaysian male, ntu degree, f&b industry, ep holder.
211天-批准
218天-拿到IC号码
我都快放弃了. 看来老天对我还是挺好的.
往后, 继续加油!!!","通过","2020-01-15","2020-08-20","2020-08-20 13:06"
"","好运到","来新两年 没换过工作 马来西亚人 27岁 EP 薪水2.5K 餐饮业 英国学士文凭 第一次申请 希望有好结果","等待","2019-10-10","null","2020-08-18 01:31"
"","jc","单身男 EP 第三国Master 来新1年半 薪资8k","杯具","2020-03-15","2020-07-15","2020-08-16 21:35"
"","Charles","单身男， 24岁， 15年来这边读poly，18年毕业。工作一年半多，拿Spass, pending接近11个月。","通过","2019-09-03","2020-07-29","2020-08-15 17:32"
"","Yun","夫妻带女儿，双SP，来新9年+，basic6K主申，家庭月收入11K+","杯具","2019-08-23","2020-07-20","2020-08-15 11:02"
"","Toto","夫妻，国内985&本地公立大学master 和第三国master。家庭基本收入13k+。来新超过5年。","等待","2019-09-05","null","2020-08-14 23:15"
"","kk","来坡7年，夫妻一起申，双EP","杯具","2019-12-26","2020-06-25","2020-08-10 20:39"
"","BY","来坡共计7年 ， 本地私立diploma  第三方degree，持LTVP ，basic 3k＋。结婚1年＋，工作3年 ，第一次申请","等待","2020-03-11","null","2020-08-07 21:05"
"","wanghezi","来新八年，月薪5k，第二次申请，学历大专，某小建筑公司经理。","等待","2020-01-23","null","2020-08-07 17:52"
"","lx","夫妻带儿子申请。EP+SP，月收入16k+，来新七年。","等待","2020-01-10","null","2020-08-06 13:43"
"","Coderek","来新16年，中途去北美一段时间，现在跟老婆女儿一起回新。她们都是新加坡籍（移民）。我是EP","通过","2019-10-11","2020-08-05","2020-08-05 20:53"
"","bigenguo","女，EP, 日本master, 月薪5k，来新2年，一个人申请","杯具","2020-03-06","2020-08-04","2020-08-04 11:58"
"","Mark","Diploma 
General manager 
人力资源行业
Salary 7k➕
8年在新加坡
17岁来新加坡
单身","等待","2020-07-21","null","2020-08-03 19:08"
"","rand()","错填，忽略","等待","2019-05-12","null","2020-08-03 15:37"
"","tangzhuzhu","第二次申请，来新5年，NTU Master， Basic 4.8K","杯具","2020-03-07","2020-07-31","2020-07-31 04:45"
"","you","spass 来新10年 希望是好消息可以顺利通过  finally...别放弃","通过","2020-01-08","2020-07-24","2020-07-28 23:54"
"","zzzzzzzzz","国内985本，新加坡master，来新四年，互联网工程师，base 9k 左右，等待中","等待","2020-01-02","null","2020-07-28 00:18"
"","Ocean","我中国人，先生新加坡人。我们在美国认识，都是美本硕，一直在美国工作，家庭月收入23k+，我没有在新加坡生活工作经历。","通过","2019-04-16","2020-07-16","2020-07-27 03:31"
"","szm","中国人，国内211本科，单身，EP(P1PASS)，basic 9k，递交申请时来新4年整，第三次申请，pending 接近1年后通过。","通过","2019-08-02","2020-07-22","2020-07-26 14:37"
"","ac","sp 带老公+儿子一起申请， 月薪5k+，国内985 硕, 来新4y+，公寓一套。老公在中国工作，海外博。第一次申请。","杯具","2020-01-07","2020-07-23","2020-07-23 12:56"
"","Hao A","女，新加坡本地大学master,来新6年，考过olevel，目前刚毕业无业。老公新加坡人，sponsor带我申请，月薪6000+，本地大学master.","通过","20190915","20200620","2020-07-21 08:38"
"","好运","2006年来新，在新加坡读了小学，中学，理工学院，现私立大学学生。2018年申请一次，6个月后被拒。这次找了移民公司帮忙准备资料，希望能批下来。","等待","2020-06-19","null","2020-07-18 16:59"
"","神奇的山猫","EP + DP 家庭申请。都是上班族。","等待","2020-07-16","null","2020-07-16 18:27"
